Fighter,Wins,Losses,KOs,KO_Losses,First_KO_Loss_Date,Post_KO_Win_%
Maselino Masoe,1,2,1,1,2009-04-25,0.0
Evans Ashira,0,2,0,1,2004-05-01,0.0
Hugo Garay,2,4,0,1,2011-07-16,0.0
Julio Diaz,2,2,1,2,2005-03-05,33.33333333333333
Chris John,15,1,1,0,,
Takefumi Sakata,4,4,1,1,2008-12-31,0.0
Juan Lazcano,0,2,0,0,,
Cristian Sanavia,1,1,0,1,2004-10-09,0.0
Carlos Bojorquez,0,1,0,0,,
William Abelyan,0,1,0,1,2004-06-19,0.0
Satoshi Kogumazaka,0,1,0,0,,
Luis Angel Martinez,0,1,0,1,2004-07-15,0.0
Mike Anchondo,1,1,0,1,2005-04-08,0.0
Juan Diaz,8,3,3,1,2009-02-28,0.0
Eiichi Sugama,0,1,0,1,2004-07-24,0.0
Ulises Solis,10,2,4,1,2009-04-19,66.66666666666666
Heriberto Ruiz,0,1,0,1,2004-07-31,0.0
Ruediger May,0,1,0,1,2004-09-04,0.0
Kali Meehan,0,1,0,0,,
Cecilio Santos,0,3,0,1,2007-07-14,0.0
Miguel Cotto,20,6,12,2,2008-07-26,57.14285714285714
Kelson Pinto,0,1,0,1,2004-09-11,0.0
Muhammad Rachman,4,3,3,0,,
Orlando Salido,6,5,4,0,,
Ivan Hernandez,1,4,1,2,2005-04-09,0.0
Jeff Lacy,5,1,3,0,,
Kassim Ouma,2,3,0,1,2011-06-17,0.0
Kabary Salem,0,1,0,0,,
Samuel Kebede,0,1,0,1,2004-10-29,0.0
Juan Jose Landaeta,0,4,0,0,,
Mikkel Kessler,10,3,6,0,,
Carlos Fajardo,0,1,0,0,,
Nedal Hussein,0,2,0,0,,
Narongrit Pirang,0,2,0,1,2004-12-11,0.0
Danny Williams,0,1,0,1,2004-12-11,0.0
Vic Darchinyan,12,6,9,3,2007-07-07,45.45454545454545
Juan Francisco Centeno,0,1,0,1,2004-12-18,0.0
Isaac Bustos,1,2,1,0,,
Artyom Simonyan,0,1,0,1,2004-12-28,0.0
Jose Navarro,0,4,0,0,,
Noriyuki Komatsu,0,1,0,1,2005-01-29,0.0
Kofi Jantuah,0,2,0,0,,
Tommy Browne,0,2,0,1,2005-08-07,0.0
Sebastian Andres Lujan,0,2,0,1,2005-02-18,0.0
Robbie Peden,1,1,1,0,,
Nate Campbell,2,1,0,1,2005-02-23,66.66666666666666
Volodymyr Sydorenko,5,2,1,0,,
Julio Zarate,0,2,0,0,,
Rico Hoye,0,1,0,1,2005-03-04,0.0
Rubin Williams,0,1,0,1,2005-03-05,0.0
Eric Ortiz,1,2,1,2,2005-09-10,0.0
Mzukisi Sikali,0,1,0,1,2005-03-27,0.0
Luis Collazo,2,3,0,0,,
Katsunari Takayama,8,7,2,1,2021-05-08,0.0
Mzonke Fana,3,3,1,1,2005-04-09,50.0
Hozumi Hasegawa,13,3,7,3,2010-04-30,40.0
Jae Won Kim,0,1,0,0,,
Kermit Cintron,3,3,3,3,2005-04-23,50.0
Roberto Vasquez,4,1,2,0,,
Hugo Cazares,11,3,7,0,,
Vicente Mosquera,2,1,0,1,2006-08-05,0.0
Cosme Rivera Yocupicio,0,1,0,1,2005-05-14,0.0
O'Neil Bell,3,1,2,0,,
Tomasz Adamek,6,2,2,1,2011-09-10,0.0
Paul Briggs,0,2,0,0,,
Armando Guerrero,0,1,0,0,,
Ricky Hatton,7,2,3,2,2007-12-08,50.0
Muhammadqodir Abdullaev,0,1,0,1,2005-06-11,0.0
Gerardo Verde,0,1,0,0,,
Carlos Maussa,1,1,1,1,2005-11-26,0.0
Hideyasu Ishihara,0,1,0,0,,
Roman Karmazin,1,1,0,0,,
Jermain Taylor,5,2,0,2,2007-09-29,33.33333333333333
Everth Briceno,0,2,0,0,,
Victor Santiago,0,1,0,1,2005-08-12,0.0
Luca Messi,0,1,0,0,,
Jair Jimenez,0,1,0,1,2005-08-24,0.0
Sebastiaan Rothmann,0,1,0,1,2005-08-26,0.0
Brian Viloria,8,6,5,2,2010-01-23,50.0
Ricardo Torres,3,2,1,2,2005-09-24,60.0
Eriberto Gejon,0,2,0,0,,
Luan Krasniqi,0,1,0,1,2005-09-28,0.0
DaVarryl Williamson,0,1,0,0,,
Thomas Ulrich,0,2,0,1,2005-10-15,0.0
Jhonny Gonzalez,11,5,8,4,2006-09-16,64.28571428571429
Khachonsak Pothong,0,1,0,1,2005-10-29,0.0
Daniel Ponce de Leon,8,2,4,2,2008-06-07,33.33333333333333
Anusorn Yotjan,0,3,0,2,2006-07-15,0.0
Pramuansak Posuwan,0,2,0,0,,
Silence Mabuza,0,2,0,0,,
Scott Pemberton,0,1,0,1,2005-11-05,0.0
Nerys Espinoza,0,3,0,0,,
Serhiy Dzinziruk,7,1,2,1,2011-03-12,0.0
Brahim Asloum,1,2,0,0,,
Bernard Inom,0,1,0,1,2005-12-05,0.0
Arthur Abraham,19,4,8,0,,
Kingsley Ikeke,0,1,0,1,2005-12-10,0.0
Nikolai Valuev,6,2,2,0,,
Carlos Baldomir,2,2,1,0,,
Ken Nakajima,0,1,0,1,2006-01-09,0.0
Valdemir Pereira,1,1,0,0,,
Valery Brudov,0,2,0,1,2010-10-02,0.0
Alberto Colajanni,0,1,0,1,2006-01-28,0.0
Diosdado Gabi,0,1,0,1,2006-03-03,0.0
Ronald Barrera,0,4,0,1,2009-04-11,0.0
Somsak Sithchatchawal,1,1,1,1,2006-10-04,0.0
Siarhei Liakhovich,1,1,0,1,2006-11-04,0.0
Jose Miguel Cotto,0,1,0,0,,
Zahir Raheem,0,1,0,0,,
Miguel Tellez,0,1,0,1,2006-04-29,0.0
Daigo Nakahiro,0,1,0,0,,
Paul Murdoch,0,1,0,1,2006-05-06,0.0
Omar Soto,0,4,0,4,2006-05-06,0.0
Rodel Mayol,1,5,1,2,2007-08-04,20.0
Jose Pablo Estrella,0,1,0,0,,
Eric Aiken,1,1,0,0,,
Jason DeLisle,0,1,0,1,2006-05-13,0.0
Rocky Juarez,0,4,0,0,,
Janos Nagy,0,1,0,1,2006-05-20,0.0
Gerson Guerrero,0,1,0,1,2006-05-27,0.0
Cassius Baloyi,3,3,2,1,2009-04-18,0.0
Luis Maldonado,0,3,0,3,2006-06-03,0.0
Owen Beck,0,1,0,1,2006-06-03,0.0
Paul Malignaggi,5,5,1,3,2008-11-22,33.33333333333333
Domingo Guillen,0,1,0,1,2006-06-30,0.0
Juan Urango,3,3,1,1,2010-03-06,0.0
Naoufel Ben Rabeh,0,2,0,0,,
Prakorb Udomna,3,2,2,0,,
Randy Suico,0,1,0,1,2006-07-15,0.0
Nobuo Nashiro,4,5,2,0,,
Gairy St Clair,1,1,0,0,,
Rodolfo Lopez,1,1,1,0,,
Koki Kameda,12,2,1,0,,
Rexon Flores,0,1,0,0,,
Edwin Valero,8,0,6,0,,
Omar Nino Romero,3,2,0,1,2012-05-13,0.0
Oleg Maskaev,2,1,1,1,2008-03-08,0.0
Robert Guerrero,5,3,2,0,,
Renan Acosta,0,1,0,0,,
Edison Miranda,0,2,0,1,2010-04-17,0.0
Celestino Caballero,11,1,4,0,,
Glenn Donaire,0,2,0,0,,
Monte Barrett,0,1,0,1,2006-10-07,0.0
Enzo Maccarinelli,4,2,3,1,2008-03-08,0.0
Mark Hobson,0,1,0,1,2006-10-14,0.0
Walberto Ramos,0,1,0,0,,
Sakio Bika,1,4,0,0,,
Jose Luis Varela,0,4,0,1,2008-03-01,0.0
Al Seeger,0,1,0,1,2006-10-21,0.0
Alisultan Nadirbegov,0,1,0,0,,
Mark Suarez,0,1,0,1,2006-10-28,0.0
Fernando Angulo,0,1,0,0,,
Malcolm Klassen,2,2,1,0,,
Steve Molitor,8,2,3,1,2008-11-21,50.0
Michael Hunter,0,2,0,1,2006-11-10,0.0
Calvin Brock,0,1,0,1,2006-11-11,0.0
Genaro Garcia,0,3,0,1,2009-01-03,0.0
Monelisi Myekeni,0,1,0,0,,
Mike Arnaoutis,0,1,0,0,,
Krzysztof Wlodarczyk,8,3,3,1,2017-10-21,0.0
Steve Cunningham,4,5,2,0,,
Eduardo Garcia,0,1,0,0,,
Carlos Quintana,1,3,0,2,2008-06-07,0.0
Joshua Clottey,1,3,0,0,,
Okello Peter,0,1,0,0,,
Antonio Davis,0,3,0,1,2009-03-28,0.0
Benjie Sorolla,0,1,0,1,2006-12-23,0.0
Michael Lozada,0,1,0,1,2007-01-03,0.0
Cristian Mijares,9,3,4,1,2008-11-01,40.0
Arturo Morua,0,2,0,1,2007-01-20,0.0
Danny Santiago,0,2,0,2,2007-01-27,0.0
Chad Dawson,7,3,2,2,2012-09-08,0.0
Lovemore Ndou,1,2,0,0,,
Spend Abazi,0,1,0,0,,
Z Gorres,0,1,0,0,,
Alejandro Berrio,1,1,1,1,2007-10-19,0.0
Robert Stieglitz,10,4,2,2,2007-03-03,71.42857142857143
Sam Soliman,1,3,0,1,2007-03-07,25.0
Ray Austin,0,1,0,1,2007-03-10,0.0
Ricardo Castillo,0,2,0,0,,
Librado Andrade,0,3,0,1,2009-11-28,0.0
Tomonobu Shimizu,1,3,0,2,2008-07-30,33.33333333333333
Bobby Gunn,0,2,0,1,2007-04-07,0.0
Peter Manfredo,0,2,0,2,2007-04-07,0.0
Ruslan Chagaev,5,3,1,1,2016-03-05,0.0
Edgar Sosa,11,4,7,2,2009-11-21,0.0
Stipe Drews,1,1,0,0,,
Simpiwe Vetyeka,1,2,0,0,,
Nobuhito Honmo,0,1,0,1,2007-05-03,0.0
Wilfrido Valdez,0,1,0,1,2007-05-04,0.0
Carlos Nascimento,0,1,0,1,2007-05-19,0.0
Sebastien Demers,0,1,0,1,2007-05-26,0.0
Sultan Ibragimov,2,1,0,0,,
Akira Yaegashi,8,6,3,4,2014-09-05,42.857142857142854
Jesus Ruiz,0,2,0,2,2007-06-09,0.0
George Blades,0,1,0,1,2007-06-16,0.0
Juan Carlos Reveco,8,4,5,2,2015-12-31,0.0
Taned Jitkawee,0,1,0,1,2007-06-22,0.0
Pablo Daniel Zamora Nievas,0,1,0,0,,
Jerome Arnould,0,1,0,1,2007-06-29,0.0
Noe Gonzalez Alcoba,0,1,0,0,,
Nonito Donaire,17,5,11,1,2014-10-18,60.0
Florante Condes,1,1,0,0,,
Joachim Alcine,2,1,1,1,2008-07-11,0.0
Teppei Kikui,0,1,0,1,2007-07-13,0.0
Steve Luevano,5,1,1,1,2010-01-23,0.0
Nicky Cook,1,3,0,3,2007-07-14,25.0
Takalani Ndlovu,2,3,0,1,2007-07-14,40.0
Walter Dario Matthysse,0,1,0,1,2007-07-14,0.0
Paul Williams,2,2,1,1,2010-11-20,0.0
Jorge Linares,11,4,7,3,2009-10-10,63.63636363636363
Gavin Rees,1,2,0,2,2008-03-22,0.0
David Diaz,1,2,0,1,2008-06-28,0.0
Rey Bautista,0,1,0,1,2007-08-11,0.0
Khoren Gevor,0,4,0,1,2007-08-18,0.0
Zaiki Takemoto,0,1,0,0,,
Javier Osvaldo Alvarez,0,2,0,2,2007-08-31,0.0
Kendall Holt,2,3,1,2,2007-09-01,40.0
Marlon Marquez,0,1,0,1,2007-09-14,0.0
Kuniyuki Aizawa,0,1,0,0,,
Joseph Agbeko,4,4,0,0,,
Epifanio Mendoza,0,1,0,1,2007-09-29,0.0
Kelly Pavlik,4,1,3,0,,
Donnie Nietes,17,1,4,0,,
Somporn Seeta,1,5,0,2,2009-04-04,25.0
Luis Melendez,0,1,0,1,2007-10-04,0.0
Daiki Kameda,4,4,0,0,,
Humberto Pool,0,1,0,1,2007-10-13,0.0
Lucian Bute,10,3,8,1,2012-05-26,0.0
Franck Gorjux,0,1,0,1,2007-10-20,0.0
Mohamed Azzaoui,0,1,0,1,2007-11-03,0.0
Martin Honorio,0,2,0,1,2007-11-03,0.0
David Haye,5,1,4,0,,
Jose Armando Santa Cruz,0,1,0,0,,
Humberto Soto,9,1,3,0,,
Jesse Feliciano,0,1,0,1,2007-11-23,0.0
Firat Arslan,2,4,0,2,2008-09-27,0.0
Tito Mendoza,0,1,0,0,,
Kittipong Jaigrajang,6,1,1,1,2011-02-11,0.0
Juan Esquer,0,1,0,0,,
Alfonso Mosquera,0,1,0,1,2007-12-07,0.0
Wayne Elcock,0,1,0,1,2007-12-08,0.0
Eduardo Escobedo,0,2,0,0,,
Jose Alberto Clavero,0,1,0,1,2007-12-10,0.0
Gamaliel Diaz,1,2,0,2,2007-12-15,33.33333333333333
Bert Batawang,0,1,0,1,2007-12-15,0.0
Zaid Zavaleta,0,1,0,1,2007-12-15,0.0
Marco Huck,13,5,5,3,2007-12-29,72.22222222222221
Jose Alfaro,1,1,0,1,2008-05-19,0.0
Pantan Narongwet,0,1,0,0,,
Hermann Ngoudjo,0,2,0,0,,
Nobuto Ikehara,0,1,0,0,,
Simone Maludrottu,0,1,0,0,,
Matt Skelton,0,1,0,0,,
Carlos Tamara,1,2,1,0,,
Roinet Caballero,0,2,0,1,2011-12-03,0.0
Jesus Iribe,0,3,0,0,,
Nader Hamdan,0,2,0,0,,
Jason Litzau,0,1,0,1,2008-02-29,0.0
Samuel Peter,1,2,1,1,2010-09-11,0.0
Terdsak Jandaeng,0,2,0,0,,
Michael Katsidis,0,2,0,2,2008-03-22,0.0
Andriy Kotelnik,3,2,1,0,,
Elvin Ayala,0,1,0,1,2008-03-29,0.0
Jamie Pittman,0,1,0,1,2008-04-05,0.0
Alfonso Gomez,0,2,0,1,2011-09-17,0.0
DeAndrey Abron,0,1,0,0,,
Lukas Konecny,0,3,0,0,,
Darnell Wilson,0,1,0,0,,
Ivan Pozo,0,1,0,0,,
Timothy Bradley Jr,10,1,2,0,,
Yusuke Kobori,1,1,1,0,,
Anselmo Moreno,13,4,1,1,2016-09-16,0.0
Gary Lockett,0,1,0,1,2008-06-07,0.0
Juan Manuel Lopez,9,3,5,3,2011-04-16,0.0
Sergio Mora,1,3,0,1,2015-08-01,0.0
Cristian Faccio,0,1,0,1,2008-06-12,0.0
Takehiro Shimada,0,2,0,1,2008-06-12,0.0
Takashi Kunishige,0,1,0,1,2008-06-14,0.0
Raul Garcia,6,3,2,0,,
Junichi Ebisuoka,0,1,0,1,2008-06-18,0.0
Dimitri Sartison,2,2,0,2,2008-06-21,50.0
Andre Berto,7,2,3,0,,
Miguel Angel Rodriguez,0,1,0,1,2008-06-21,0.0
Yuriy Barashian,0,2,0,0,,
Randy Griffin,0,1,0,0,,
Tony Thompson,0,2,0,2,2008-07-12,0.0
Hiroyuki Kudaka,0,4,0,1,2013-08-24,0.0
Ceferino Dario Labarda,0,1,0,1,2008-08-29,0.0
Eddy Castro,0,1,0,1,2008-08-30,0.0
Alex Arthur,0,1,0,0,,
Norio Kimura,0,1,0,0,,
Edner Cherry,0,2,0,0,,
Roman Gonzalez,17,4,10,1,2017-09-09,40.0
Kohei Kono,4,5,2,1,2016-12-30,0.0
Elvis Mejia,0,1,0,1,2008-09-18,0.0
Alejandro Hernandez,0,2,0,0,,
Sonny Boy Jaro,1,3,1,1,2009-11-21,33.33333333333333
Denis Inkin,1,1,0,0,,
Cesar Figueroa,0,1,0,1,2008-10-04,0.0
Alejandro Valdez,0,1,0,1,2008-10-16,0.0
Takahiro Ao,5,3,1,0,,
Billy Dib,3,5,1,2,2013-11-24,0.0
Cristobal Cruz,3,1,0,0,,
Giacobbe Fragomeni,1,3,0,1,2010-05-15,0.0
Rudolf Kraj,0,1,0,0,,
Hiroyuki Enoki,0,1,0,0,,
Danilo Haussler,0,1,0,1,2008-10-25,0.0
Rolly Lunas,0,1,0,0,,
Moruti Mthalane,9,2,6,1,2008-11-01,81.81818181818183
Sebastian Sylvester,3,2,1,0,,
Joel Julio,0,1,0,0,,
Juergen Braehmer,9,2,2,0,,
Whyber Garcia,0,2,0,2,2008-11-28,0.0
Sergio Manuel Medina,0,1,0,1,2008-12-06,0.0
Carl Froch,10,2,5,0,,
Jean Pascal,5,5,1,1,2015-03-14,25.0
William Gonzalez,0,1,0,0,,
Demetrius Hopkins,0,1,0,0,,
Francisco Lorenzo,0,1,0,0,,
Moses Paulus,2,3,0,1,2010-05-29,0.0
Karoly Balzsay,4,1,2,0,,
Rayonta Whitfield,0,1,0,1,2009-02-07,0.0
Carl Davis Drumond,0,1,0,0,,
Marcos Maidana,2,4,1,0,,
Cyril Thomas,0,1,0,0,,
Ali Funeka,0,2,0,0,,
Marco Antonio Rubio,0,3,0,1,2014-10-18,0.0
Michael Jennings,0,1,0,1,2009-02-21,0.0
Johnathon Banks,0,1,0,1,2009-02-27,0.0
Francisco Rosas,0,1,0,0,,
Erik Ramirez,0,1,0,0,,
Vusi Malinga,0,3,0,1,2009-03-12,0.0
Lajuan Simon,0,2,0,1,2011-12-09,0.0
Roman Martinez,6,3,3,2,2013-11-09,33.33333333333333
Bernard Dunne,1,1,1,1,2009-09-26,0.0
Ricardo Cordoba,0,1,0,1,2009-03-21,0.0
Vyacheslav Senchenko,4,1,1,1,2012-04-29,0.0
Yuriy Nuzhnenko,0,1,0,0,,
Konosuke Tomiyama,0,1,0,1,2009-04-11,0.0
Raul Martinez,0,2,0,1,2009-04-19,0.0
Deandre Latimore,0,1,0,0,,
Koji Sato,0,1,0,1,2009-04-25,0.0
Jeffrey Mathebula,1,3,0,1,2013-12-21,0.0
Benoit Gaudet,0,1,0,1,2009-05-02,0.0
Victor Emilio Ramirez,1,2,0,1,2016-05-21,0.0
Ali Ismailov,0,1,0,0,,
Xiong Chaozhong,3,4,1,1,2014-02-05,0.0
Adrian Diaconu,0,2,0,0,,
Carlos Melo,0,1,0,1,2009-06-20,0.0
Gabriel Campillo,2,2,0,0,,
Mahir Oral,0,2,0,1,2009-06-27,0.0
Olivier Lontchi,0,1,0,0,,
Josafat Perez,0,1,0,1,2009-06-27,0.0
Jorge Solis,0,3,0,2,2011-03-26,0.0
Nestor Rocha,0,1,0,1,2009-07-14,0.0
Elio Rojas,2,1,0,0,,
Amir Khan,6,4,3,3,2012-07-14,0.0
Giovani Segura,5,2,5,2,2011-12-11,0.0
Devon Alexander,4,2,1,0,,
Isaac Hlatshwayo,1,1,0,1,2009-12-11,0.0
Delvin Rodriguez,0,3,0,0,,
Bernabe Concepcion,0,2,0,1,2010-07-10,0.0
Beibut Shumenov,8,2,4,0,,
Sammy Gutierrez,0,2,0,1,2013-11-30,0.0
Tavoris Cloud,5,2,1,0,,
Francisco Leal,0,1,0,0,,
Marvin Sonsona,1,1,0,1,2010-02-27,0.0
Manuel Vargas,0,2,0,0,,
Feider Viloria,0,1,0,1,2009-09-12,0.0
Gusmyr Perdomo,0,1,0,1,2009-09-12,0.0
Aristides Perez,0,1,0,1,2009-09-15,0.0
Simphiwe Nongqayi,1,2,0,2,2010-07-31,0.0
Giovanni Lorenzo,0,2,0,0,,
Chris Arreola,0,3,0,1,2014-05-10,0.0
Motoki Sasaki,0,2,0,0,,
Yuriorkis Gamboa,5,3,3,2,2014-06-28,0.0
Rogers Mtagwa,0,3,0,2,2010-01-23,0.0
Juan Carlos Salgado,4,2,1,2,2010-01-11,60.0
Andre Dirrell,0,2,0,0,,
Yonnhy Perez,1,1,0,0,,
Yuri Foreman,1,2,0,2,2010-06-05,0.0
Julio Cesar Miranda,4,2,3,0,,
Stjepan Bozic,0,1,0,0,,
Andre Ward,9,0,2,0,,
Frederic Patrac,0,1,0,1,2009-12-04,0.0
Ola Afolabi,0,2,0,0,,
Dmitriy Salita,0,1,0,1,2009-12-05,0.0
Dejan Zavec,4,2,3,1,2015-11-25,0.0
Kevin Johnson,0,1,0,0,,
Tomas Rojas,3,3,0,2,2009-12-12,50.0
Lamont Peterson,5,2,2,0,,
Alvaro Perez,0,1,0,1,2009-12-18,0.0
Dmitry Sukhotskiy,0,2,0,1,2014-12-19,0.0
Hector Velazquez,0,2,0,0,,
Miguel Angel Espino,0,1,0,1,2009-12-19,0.0
Ruben Eduardo Acosta,0,1,0,1,2010-01-09,0.0
Satoshi Hosono,0,2,0,0,,
Takashi Uchiyama,11,2,8,1,2016-04-27,0.0
Billy Lyell,0,1,0,1,2010-01-30,0.0
Ivan Meneses Flores,0,1,0,1,2010-01-30,0.0
Angky Angkotta,0,2,0,0,,
Antonio DeMarco,3,3,3,1,2012-11-17,0.0
Ciso Morales,0,1,0,1,2010-02-13,0.0
Walter Tello,0,1,0,1,2010-02-20,0.0
Wilfredo Vazquez Jr,3,2,3,1,2011-05-07,0.0
Rodrigo Guerrero,1,3,0,0,,
Adam Richards,0,1,0,1,2010-03-13,0.0
Eddie Chambers,0,1,0,1,2010-03-20,0.0
Nkosinathi Joyi,2,1,0,1,2012-09-01,0.0
Nehomar Cermeno,3,3,2,0,,
Jonathan Victor Barros,3,5,1,1,2018-06-23,0.0
Yasutaka Kuroki,0,1,0,0,,
Rodolfo Ezequiel Martinez,0,1,0,1,2010-04-09,0.0
Sergio Martinez,7,1,3,0,,
Eduard Gutknecht,0,2,0,0,,
Mariano Nicolas Plotinsky,0,1,0,1,2010-04-24,0.0
Balweg Bangoyan,0,1,0,1,2010-04-30,0.0
Brian Minto,0,1,0,0,,
Daniel Dawson,0,1,0,1,2010-05-14,0.0
Ricardo Dominguez,0,2,0,0,,
Angel Granados,0,1,0,1,2010-05-17,0.0
Shoji Kimura,0,2,0,1,2010-05-20,0.0
Vitali Tajbert,1,1,0,0,,
Albert Sosnowski,0,1,0,1,2010-05-29,0.0
Miguel Acosta,1,1,1,1,2011-02-26,0.0
Zsolt Bedak,0,2,0,2,2010-05-29,0.0
Gonzalo Munguia,0,1,0,1,2010-05-29,0.0
Troy Ross,0,2,0,1,2010-06-05,0.0
Richie Mepranum,0,3,0,1,2010-06-12,0.0
Allan Green,0,1,0,0,,
Rafael Concepcion,0,1,0,1,2010-07-17,0.0
Vyacheslav Uzelkov,0,1,0,0,,
Dmitry Pirog,4,0,1,0,,
Daniel Jacobs,6,3,4,1,2010-07-31,66.66666666666666
Juan Alberto Rosas,1,2,1,0,,
Cornelius Bundrage,4,2,2,1,2015-09-12,0.0
Miguel Vazquez,7,1,0,0,,
Ji Hoon Kim,0,1,0,0,,
Mario Rodriguez,1,2,1,0,,
Matt Godfrey,0,1,0,1,2010-08-21,0.0
Charlie Navarro,0,1,0,0,,
Zolani Tete,5,2,2,2,2010-09-01,71.42857142857143
Ronald Ramos,0,1,0,0,,
Ricky Burns,9,2,3,0,,
Rafal Jackiewicz,0,1,0,0,,
Jason Booth,0,1,0,0,,
Fidel Monterrosa Munoz,0,1,0,0,,
Roy Mukhlis,0,1,0,1,2010-09-20,0.0
Jason Robinson,0,1,0,0,,
Lee Ryol-li,1,1,0,0,,
Suriyan Kaikanha,2,3,0,0,,
Alberto Rossel,0,2,0,1,2010-10-09,0.0
Jesse Brinkley,0,1,0,1,2010-10-15,0.0
Michael Arango,0,1,0,1,2010-10-16,0.0
Rendall Munroe,0,1,0,0,,
Ekkawit Songnui,1,3,0,3,2011-04-19,0.0
Wicha Phulaikhao,0,2,0,1,2014-06-21,0.0
Audley Harrison,0,1,0,1,2010-11-13,0.0
Enrique Ornelas,0,2,0,0,,
Juan Carlos Burgos,0,2,0,0,,
Freddy Hernandez,0,1,0,1,2010-11-27,0.0
Irving Berry,0,1,0,1,2010-12-04,0.0
Urbano Antillon,0,2,0,1,2011-07-09,0.0
Andreas Evensen,0,1,0,0,,
Fernando David Saucedo,0,2,0,0,,
Gennadiy Golovkin,22,2,17,0,,
Nilson Julio Tapia,0,1,0,1,2010-12-16,0.0
Denis Lebedev,6,2,4,0,,
Silvio Olteanu,0,1,0,0,,
Akifumi Shimoda,1,1,0,1,2011-07-09,0.0
Takashi Miura,5,3,4,1,2015-11-21,0.0
Austin Trout,5,4,0,0,,
Rigoberto Alvarez,0,1,0,0,,
Kazuto Ioka,21,2,10,0,,
Enad Licina,0,1,0,0,,
Victor Zaleta,0,2,0,0,,
Paul Delgado,0,1,0,1,2011-02-18,0.0
Ronald Hearns,0,1,0,1,2011-02-19,0.0
Ardin Diale,0,1,0,1,2011-02-26,0.0
Brandon Rios,4,1,3,1,2015-11-07,0.0
Kaizer Mabuza,0,1,0,1,2011-03-05,0.0
Canelo Alvarez,20,2,8,0,,
Matthew Hatton,0,1,0,0,,
Miguel Roman,0,3,0,2,2012-03-17,0.0
Leonardo Zappavigna,0,1,0,0,,
Joseph Laryea,0,1,0,0,,
Odlanier Solis,0,1,0,1,2011-03-19,0.0
Brian Magee,0,2,0,2,2011-03-19,0.0
John Riel Casimero,9,2,6,1,2011-03-26,81.81818181818183
Javier Francisco Maciel,0,1,0,0,,
Francisco Palacios,0,2,0,0,,
Ran Nakash,0,1,0,0,,
Hernan Marquez,3,2,3,2,2012-11-17,0.0
Luis Concepcion,1,5,0,2,2011-04-02,16.666666666666664
Mauricio Javier Munoz,0,2,0,1,2011-04-08,0.0
Humberto Gutierrez Ochoa,0,1,0,1,2011-04-08,0.0
Cesar Seda,0,2,0,0,,
Paul McCloskey,0,1,0,0,,
Daud Yordan,0,1,0,0,,
Adrian Hernandez,7,2,4,2,2011-12-23,71.42857142857143
Ramon Garcia Hirales,1,3,1,1,2012-04-28,0.0
Jesus Geles,0,1,0,1,2011-04-30,0.0
Rommel Asenjo,0,2,0,2,2011-04-30,0.0
Daniel Diaz,0,1,0,0,,
Daniel Geale,5,3,0,2,2014-07-26,0.0
Carlos Rueda,0,1,0,0,,
Nathan Cleverly,6,2,2,2,2013-08-17,33.33333333333333
Aleksy Kuziemski,0,1,0,1,2011-05-21,0.0
Juan Jose Montes,0,1,0,0,,
Julio Cesar Chavez Jr,4,1,2,0,,
Sebastian Zbik,0,2,0,0,,
William Urina,0,2,0,0,,
David Lopez,0,1,0,0,,
Yusaf Mack,0,2,0,2,2011-06-25,0.0
Matthew Macklin,0,3,0,1,2013-06-29,0.0
Sechew Powell,0,1,0,0,,
Takuya Kogawa,0,1,0,0,,
Edrin Dapudong,0,1,0,1,2011-07-02,0.0
Tomas Villa,0,1,0,1,2011-07-09,0.0
Rico Ramos,1,1,1,1,2012-01-20,0.0
Arturo Badillo,0,1,0,1,2011-07-09,0.0
Jean Paul Mendy,0,1,0,1,2011-07-09,0.0
Omar Salado,0,1,0,1,2011-07-16,0.0
Kenichi Yamaguchi,0,1,0,1,2011-07-23,0.0
Juan Hernandez,1,2,1,1,2017-05-20,0.0
Abner Mares,7,3,1,1,2013-08-24,40.0
Stanislav Kashtanov,0,1,0,0,,
Marco Antonio Avendano,0,1,0,1,2011-08-26,0.0
Alexander Povetkin,5,2,3,1,2018-09-22,0.0
Jether Oliva,0,1,0,0,,
Moises Fuentes,3,3,2,3,2014-05-10,0.0
David De La Mora,0,2,0,0,,
Eromosele Albert,0,1,0,0,,
Algenis Mendez,1,2,1,0,,
Pablo Cesar Cano,0,2,0,0,,
Petr Petrov,0,2,0,1,2011-09-23,0.0
Gideon Buthelezi,0,1,0,1,2011-09-24,0.0
Gennady Martirosyan,0,1,0,0,,
Yoan Pablo Hernandez,5,0,1,0,,
Darren Barker,1,2,0,2,2011-10-01,33.33333333333333
Tony Bellew,2,3,2,2,2013-11-30,50.0
Rogelio Omar Rossi,0,1,0,1,2011-10-22,0.0
Giovanni Caro,0,1,0,0,,
Michael Marrone,0,1,0,1,2011-11-05,0.0
Shinsuke Yamanaka,13,2,9,2,2017-08-15,0.0
Christian Esquivel,0,1,0,1,2011-11-06,0.0
Devis Boschiero,0,1,0,0,,
Frank LoPorto,0,1,0,0,,
Alberto Servidei,0,1,0,1,2011-11-19,0.0
Adrien Broner,8,2,7,0,,
Vicente Martin Rodriguez,0,1,0,1,2011-11-26,0.0
Stas Merdov,0,1,0,0,,
Cedric Boswell,0,1,0,1,2011-12-03,0.0
John Murray,0,1,0,1,2011-12-03,0.0
Mario Antonio Macias,0,1,0,1,2011-12-07,0.0
